the_geom,contact_name,reporting_year,notes,manager_phone,manager_name,contact_phone,cartodb_id,waste_type,sector,permit_number,facility_name,county,longitude,latitude
0101000020E6100000556CCCEB884655C0D2C2651536CD4040,,2015,,770-834-2356,,,161,Biomedical,Private,PBR-022-20TS,Med Dog Waste Management Transfer Station,Carroll,-85.102107,33.603213
0101000020E6100000B5A4A31CCC2355C010AE80423DDF4040,,2015,Unable to verify operational status.,-,,-,162,,Private,PBR-060-097TS,"Micro-Med of Georgia, Inc. Transfer Station",Fulton,-84.559333,33.744057
0101000020E61000002DE8BD31041855C08C683BA6EEDA4040,,2015,Unable to verify operational status.,-,,-,163,,Private,PBR-060-105TS,"Mindis Treatment Services, Inc. Transfer Station",Fulton,-84.375256,33.710408
0101000020E6100000069E7B0F97FF54C07BBDFBE3BD8E4040,,2015,Unable to verify operational status.,-,,-,164,,Public,PBR-102-07TS,Monroe County Board of Commissioners Inert Landfill Transfer Station,Monroe,-83.993595,33.11517
0101000020E6100000CADFBDA3C6F954C0B54E5C8E57744040,,2015,Unable to verify operational status.,-,,-,165,,Public,PBR-102-06TS,Monroe County Board of Commissioners Transfer Station,Monroe,-83.902749,32.908922
0101000020E6100000B9A5D590B8FD54C035289A07B0964040,,2015,Unable to verify operational status.,-,,-,166,,Public,PBR-102-14TS,Monroe County Board of Commissioners Transfer Station,Monroe,-83.96439,33.177247
0101000020E61000009B3A8F8AFFDC54C0BA4A77D7D9D04040,Morgan County,2015,,706-342-5075,Asbury Williams,-,167,,Public,PBR-104-07TS,Morgan County Transfer Station,Morgan,-83.453097,33.631648
0101000020E6100000516859F78FF754C0C0594A9693E04040,,2015,,770-855-6376,,,168,Biomedical,Private,PBR-147-54TS,MRCI Transfer Station,Walton,-83.868162,33.754504
0101000020E6100000548B8862F21B55C0315F5E807D3C4140,Kevin Loner,2015,Biomedical waste.,678-454-3791,Kevin Loner,678-454-3791,169,,Private Commercial,"PBR-112-12COL,TS","Nivek Services, Inc. Collection and Transfer Station",Pickens,-84.436669,34.47258
0101000020E6100000CAA2B08BA21055C0DC65BFEE74714140,Daniel G. Shuler,2015,,706-900-1010,Holly H. Shuller,706-900-1010,170,,Private Commercial,"PBR-055-17COL,TS","North GA Waste, LLC Transfer Station",Fannin,-84.259921,34.886381
0101000020E6100000A97EA5F3E13C55C006B309302C5B4140,,2015,Unable to verify operational status.,-,,-,171,,Private,PBR-155-18TS,"North Georgia Disposal, Inc. Transfer Station",Whitfield,-84.951291,34.712286
0101000020E6100000EA245B5D4E6C54C0F4C308E1D1CE3E40,Mark Fiegl,2015,Pet cremation.,912-882-2900,Mark Fiegl,912-882-2900,172,,Private Commercial,PBR-020-08COL;TS,Pet Cremation Services Transfer Station,Camden,-81.692283,30.80789
0101000020E6100000787DE6AC4FFE54C009FD4CBD6ED54040,,2015,Unable to verify operational status.,-,,-,173,,Private,PBR-122-28TS,"Pharmacy Solutions, Inc. Transfer Station",Rockdale,-83.973613,33.667442
0101000020E610000001F6D1A92B2355C0F7C8E6AA79C44040,Philip Services Corp.,2015,,770-969-7886,Colin D. Ramsey,713-623-8777,174,,Private Commercial,PBR-060-212TS,Philip Services Corp. / Allwaste Recovery System Transfer Station,Fulton,-84.54954,33.534963
0101000020E61000005E68AED3481755C0C8CD70033E8F4040,,2015,,770-884-3000,,-,175,,Private,PBR-114-17TS,"Pike Countryside Sanitation, Inc. Transfer Station",Pike,-84.36382,33.11908
0101000020E61000002788BA0F401E55C074B515FBCBEA4040,Waste Management Disposal,2015,,404-351-8060,Lee Nelson,205-652-9721,176,,Private,PBR-033-18TS,Plant Atkinson Transfer Station,Cobb,-84.47266,33.83435
0101000020E61000006DE4BA29E54255C0821C9430D36A4140,,2015,Unable to verify operational status.,-,,-,177,,Private,PBR-155-24TS,"Polk Brothers Roll-offs, Inc. Transfer Station",Whitfield,-85.045237,34.83457
0101000020E6100000E2E995B20CFD54C06D567DAEB6124140,Scott Keiser,2015,,770-354-9362,Scott Keiser,770-354-9362,178,Biomedical,Private Commercial,PBR-069-57TS,Progressive Medical Concepts Transfer Station,Hall,-83.9539,34.1462
0101000020E6100000359A5C8C812355C0D07CCEDDAEAD4040,,2015,,-,,-,179,,Private Commercial,"PBR-056-301COL,TS","Pye Barker Green Environment, LLC Transfer Station",Fayette,-84.554782,33.356899
0101000020E6100000F8DF4A766CDA54C02BFBAE08FE674140,Rabun County Board of Commissioners,2015,,706-782-2015,Jack Southards,706-782-5271,180,,Public,PBR-119-04TS,Rabun County Board of Commissioners Transfer Station,Rabun,-83.41287,34.81244
0101000020E61000009159BDC3ED2F55C071917BBABACB3F40,,2015,,-,,-,181,,Public,PBR-120-03TS,Randolph County Transfer Station,Randolph,-84.748887,31.795818
0101000020E61000007D96E7C1DD0155C09F8EC70C546E4140,Darren Rowan,2015,,706-745-8647,Carren Rowan,706-745-8647,182,,Private Commercial,PBR-144-08TS,"Regional Disposal Services, Inc. Transfer Station",Union,-84.02916,34.86194
0101000020E6100000B22FD978B0F354C0812381069B224140,"Republic Services of Georgia, LP",2015,,770-867-2499,Mark Allen,770-944-4967,183,,Private Commercial,PBR-069-44TS,Republic Services of Georgia Monroe Drive Transfer Station,Hall,-83.807646,34.270356
0101000020E610000008C90226704B54C0AE81AD122C124040,"Republic Services, Inc.",2015,,912-964-2211,Guy Thompson,954-769-2400,184,,Private Commercial,PBR-025-17TS,"Republic Services, Inc. - Chatham County Transfer Station ",Chatham,-81.17872,32.14197
0101000020E61000004E469561DC3055C0E8887C9752B34040,,2015,,770-271-3575,,-,185,,Private,PBR-038-42TS,"Republic Services, Inc. - Newnan Transfer Station",Coweta,-84.763451,33.400958
0101000020E6100000AE47E17A140055C0C5CA68E4F30C4140,Thomas E. Robinson,2015,Unable to verify operational status.,770-402-2316,Thomas E. Robinson,770-402-2316,186,,Private,PBR-067-059TS,Rest Haven Transfer Station,Gwinnett,-84.00125,34.101193
0101000020E6100000C1E5B166640B55C00ABB287AE0F74040,,2015,Unable to verify operational status.,-,,-,187,,Private,PBR-067-017TS,"Rivertrace Transport, Inc. Transfer Station",Gwinnett,-84.178003,33.936538
0101000020E6100000205F4205870655C0D97A8670CCDE4040,,2015,,-,,-,188,,Private,PBR-044-143TS,Rogers Lake Road Transfer Station,DeKalb,-84.101991,33.740614
0101000020E61000001AA721AAF0E354C0FA0AD28C45F74040,,2015,,-,,-,189,,Private,PBR-108-11TS,Roll-off Systems Transfer Station,Oconee,-83.561564,33.93181
0101000020E610000009D6389B8E4655C08CDCD3D51D294140,,2015,,-,,-,190,,Private Commercial,PBR-064-29TS,Rome Transfer Station,Floyd,-85.102454,34.321223
0101000020E61000000C93A98251FC54C0FD2AC0779B074140,,2015,Unable to verify operational status.,-,,-,191,,Private,PBR-067-078TS,Ruth W. Pruitt Transfer Station,Gwinnett,-83.942475,34.059432
0101000020E610000012DDB3AED1DF54C0E94317D4B76C3F40,,2015,Unable to verify operational status.,-,,-,192,,Private,PBR-137-14TS,Ryder Transportation Services Transfer Station,Tift,-83.497173,31.42468
0101000020E61000004432E4D87A0355C0056F48A302A94040,"S&B Rolloff, Inc.",2015,,770-914-7769,Dennis Slade,770-914-7769,193,,Private Commercial,PBR-075-36COL;TS,"S&B Rolloff, Inc. Transfer Station",Henry,-84.054373,33.320393
0101000020E6100000696D1ADB6B1355C09032E202D0D24040,Steven Paul,2015,,404-361-0556,Steven Paul,404-361-0556,194,,Private,PBR-031-38TS,"S.P. Petroleum Transporters, Inc. Transfer Station",Clayton,-84.303458,33.646973
0101000020E61000005872158BDF5054C069C70DBF9BFE3F40,"Safety Disposal Systems of Georgia, Inc.",2015,Unable to verify operational status.,-,,770-452-0011,195,,Private,PBR-025-26TS,"Safety Disposal Systems of Georgia, Inc. Transfer Station",Chatham,-81.263644,31.994564
0101000020E6100000D8E90775911255C0003B376DC6F34040,J.R. Watson,2015,Unable to verify operational status.,803-943-5176,Ron Ceacal,404-452-0011,196,,Private,PBR-044-045TS,"Safety Disposal Systems of Georgia, Inc. Transfer Station",DeKalb,-84.290128,33.904493
0101000020E61000002FA86F99D38454C01DE6CB0BB0B54040,,2015,Unable to verify operational status.,-,,-,197,,Private,PBR-121-019TS,"Safety Disposal Systems of Georgia, Inc. Transfer Station",Richmond,-82.075415,33.419435
0101000020E61000005EBD8A8C0E0D55C0DC476E4DBAF94040,,2015,Unable to verify operational status.,-,,-,198,,Private,PBR-067-138TS,"Scientific Waste Systems, Inc. Transfer Station",Gwinnett,-84.204013,33.950998
0101000020E6100000CF126404546B54C06FF3C64961604040,,2015,,-,,-,199,,Public,PBR-124-03TS,Screven County Board of Commissioners Transfer Station,Screven,-81.677003,32.752969
0101000020E6100000AC70CB47529A54C05C19541B9C403F40,W.H. Gillis,2015,,912-283-1003,W.H. Gillis,912-283-1003,200,,Private,"PBR-148-13COL,TS","Security Disposal, Inc. Transfer Station",Ware,-82.411272,31.252382
0101000020E610000037C2A2224E3855C03635D07CCEED3E40,,2015,,-,,-,201,,Public,PBR-125-03TS,Seminole County Board of Commissioners Transfer Station,Seminole,-84.879769,30.928932
0101000020E6100000276728EE780E55C0F8F719170E3C3F40,,2015,,-,,-,202,,Private Commercial,PBR-101-10TS,"Seminole Sanitation Services, Inc. Transfer Station",Mitchell,-84.226131,31.23459
0101000020E610000094A12AA6D20055C0BBD23252EFEB4040,,2015,Unable to verify operational status.,-,,-,203,,Public,PBR-067-766TS,Snellville Recycling Center & Transfer Station,Gwinnett,-84.012857,33.843241
0101000020E610000056B26323102655C0E527D53E1DC74040,Charles G. Bartenfeld,2015,,404-760-0067,Charles G. Bartenfeld,404-760-0067,204,,Private,PBR-060-223TS,"Soful, LLC Transfer Station",Fulton,-84.594735,33.55558
0101000020E61000002BC24D4695CC54C04FC6F8307B113F40,"Soil Remediation, Inc.",2015,,229-455-2300,Joe Brashier,229-455-2300,205,,Private,PBR-010-09TS,"Soil Remediation, Inc. Transfer Station",Berrien,-83.196611,31.068286
0101000020E6100000F83768AF3E0D55C0E99AC937DB064040,,2015,Unable to verify operational status.,-,,-,206,,Private,PBR-129-06TS,Solid Waste Management Corp. Transfer Station,Sumter,-84.206951,32.053565
0101000020E610000099999999990855C02D26361FD7F63F40,,2015,Unable to verify operational status.,-,,-,207,,Private,PBR-129-05TS,Solid Waste Management Corp. Transfer Station,Sumter,-84.134375,31.96422
0101000020E6100000F4DE180280F254C0EC4960730E2E3F40,Superior Waste Services of Georgia,2015,,912-244-2466,Mark Morrisey,414-479-7800,208,,Private,PBR-035-024TS,"South Georgia Disposal, Inc. Transfer Station",Colquitt,-83.789063,31.179908
0101000020E6100000F80FE9B7AF1755C0F59CF4BEF1CD4040,"Waste Management, Inc.",2015,,404-608-2310,Mike Gippert,205-652-9721,209,,Private,PBR-031-93TS,"Southern Refuse Services, Inc. Transfer Station",Clayton,-84.3701,33.60894
0101000020E6100000506859F78FDB54C09CAC510FD1F03F40,,2015,,-,,-,210,,Private,PBR-156-05TS,"Southern Renewable Resources, Inc. Transfer Station",Wilcox,-83.430662,31.94069
0101000020E61000004BE5ED08A71E55C0EE60C43E01B84040,Fayette County Engineering Division,2015,,205-652-9721,,770-305-5410,211,,Private,PBR-056-001TS,Southern States - Fayette Transfer Station,Fayette,-84.478945,33.437538
0101000020E6100000DDEF5014E89954C0FBA9F1D24D423F40,Southland Waste Systems,2015,,912-284-1000,Richard Lee,912-284-1000,212,,Private Commercial,PBR-148-09TS,"Southland Waste Systems, Inc. Transfer Station",Ware,-82.40479,31.259
0101000020E61000006F66F4A3E11955C0EF2076A6D0CF4040,"Stat Medical, Inc.",2015,Unable to verify operational status.,404-766-0818,Jacki Jackson,404-766-0818,213,,Private,PBR-031-74TS,"Stat Medical, Inc. Transfer Station",Clayton,-84.404397,33.623555
0101000020E61000008AC91B60E65454C053CC41D0D1F63F40,,2015,,407-948-5398,,,214,Biomedical,Private,PBR-015-10TS-BIO,Stericycle Transfer Station,Bryan,-81.326561,31.964139
0101000020E6100000ED0DBE30991655C05396218E75714140,"Silver Star Envionrmental Services, LLC",2015,,706-273-8858,Leon Watkins,770-319-6421,215,,Private Commercial,PBR-055-14TS,Sugar Creek C&D Disposal Facility Transfer Station,Fannin,-84.3531,34.8864
0101000020E6100000060DFD135C7054C0F7065F984C794040,"Sunbelt Medical Services, Inc.",2015,,-,,912-569-4641,216,Biomedical,Private,PBR-017-03TS,"Sunbelt Medical Services, Inc. Transfer Station",Burke,-81.75562,32.94765
0101000020E610000001E0D8B3E71F55C09D2ADF3312EB4040,Dean Delawalla,2015,,404-434-5200,Dean Delawalla,404-434-5200,217,,Private,PBR-033-54TS,"Tech 2100 Medical, Inc. Transfer Station",Cobb,-84.498517,33.836493
0101000020E6100000983270404B1A55C048E2E5E95CBD3F40,"Trans Waste Service, LLC",2015,,229-883-5200,Mike Powell,229-888-5200,218,,Public,PBR-135-01TS,Terrell County Transfer Station,Terrell,-84.410843,31.739699
0101000020E6100000299831056B1055C08FDFDBF467114140,,2015,Unable to verify operational status.,-,,-,219,,Private,PBR-058-172TS,Tomahawk Waste Management Transfer Station,Forsyth,-84.256532,34.135985
0101000020E6100000CB4DD4D2DCEF54C0D7A4DB12B9764140,Towns County,2015,,706-896-2276,Bill Kendall,706-896-2276,220,,Public,PBR-139-03COL;TS,Towns County Transfer Station,Towns,-83.747853,34.927523
0101000020E6100000ACA8C1340C1155C0BF823463D16C4040,"Trans Waste Services, LLC",2015,,919-325-3000,Richard Johnson,919-325-3000,221,,Private,PBR-145-09TS,Trans Waste Services - Thomaston Transfer Station,Upson,-84.26637,32.85014
0101000020E6100000001B1021AEF854C097DC28B2D6424140,,2015,Unable to verify operational status.,-,,-,223,,Private,PBR-093-07TS,Tritt Transfer Station,Lumpkin,-83.885628,34.522177
0101000020E6100000C9CB9A58E03955C0839CF7FF71844040,Troup County Board of Commissioners,2015,,706-883-1610,Judson F. Gilmer,706-883-1610,224,,Public,PBR-141-12TS,Troup County C&D Landfill Transfer Station,Troup,-84.904318,33.034729
0101000020E61000005305A3923AEF54C08736001B10214040,,2015,,478-627-3022,,,225,"Yard Waste, Furniture, White Goods",Public,PBR-046-13TS,Unadilla Transfer Station,Dooly,-83.73795,32.258304
0101000020E610000033A48AE255FD54C03E3BE0BA62724140,Union County,2015,,706-439-6000,Lamar Paris,706-439-6000,226,MSW,Private Commercial,PBR-144-20TS,Union County Transfer Station,Union,-83.958367,34.893638
0101000020E6100000F67D3848882255C030116F9D7FE34040,"Republic Services of Georgia, LP",2015,,770-948-5069,,800-769-7218,227,,Private,PBR-033-79TS,"United Waste Services, Inc. / Lee Industrial Transfer Station",Cobb,-84.539568,33.777332
0101000020E6100000A67B9DD4970E55C0C1FA3F87F9F44040,,2015,,-,,-,228,,Private,PBR-067-799COL,"Univar USA, Inc. Transfer Station",Gwinnett,-84.228017,33.913865
0101000020E61000009BABE639227F54C0556D37C137B34040,,2015,,-,,-,229,,Private,PBR-121-158COL,"Univar, Inc. Transfer Station",Richmond,-81.986464,33.400139
0101000020E6100000FF21FDF6753C55C03A014D840DDF4040,Brian J. Albertson,2015,,770-577-5555,Shawnda Stone,404-925-5390,230,,Private Commercial,PBR-022-16TS,Villa Rica Waste Transfer Station,Carroll,-84.9447,33.7426
0101000020E6100000410B09185D0855C07A724D81CC104140,,2015,Unable to verify operational status.,-,,-,231,,Private,PBR-058-176TS,"Vision Transfer, LLC Transfer Station",Forsyth,-84.130682,34.131241
0101000020E6100000E8BD310400ED54C094A2957B81E14040,,2015,,-,,-,232,,Public,PBR-147-29TS,Walton County Recycling Center / Transfer Station,Walton,-83.703126,33.761764
0101000020E6100000B9FC87F4DBE754C03F355EBA49544040,"Trans Waste Services, LLC",2015,,229-8882500,Mike Powell,229-888-2500,233,,Private,PBR-076-25TS,Warner Robins Transfer Station,Houston,-83.6228,32.6585
0101000020E6100000105839B4C8EE54C0A5A0DB4B1A534040,"Waste Industries, USA, Inc.",2015,,478-956-5907,,-,234,,Private,PBR-111-08TS,Waste Industries - Trans Waste - Byron Transfer Station,Peach,-83.731,32.64924
0101000020E610000059501894692055C0D07CCEDDAE0F4140,Waste Management,2015,,-,,404-794-6707,235,,Private,PBR-028-099TS,Waste Management - Woodstock Hauling Transfer Station,Cherokee,-84.506444,34.122524
0101000020E6100000B74604E3E02355C073B9C15087FD4040,Jeff Peckham,2015,,770-516-3313,,770-516-3313,236,,Private,PBR-033-67TS,Waste Management of Atlanta Transfer Station,Cobb,-84.560601,33.980692
0101000020E6100000DADFD91EBD4A54C0A9D903ADC00A4040,Waste Management,2015,,912-965-0300,Burke Wall,770-859-0800,238,,Private,PBR-025-37TS,Waste Management of Savannah Transfer Station,Chatham,-81.167793,32.084005
0101000020E6100000F04E3E3DB6FF54C06553AEF02EFB4040,,2015,,770-513-2442,,205-652-9721,239,,Private Commercial,PBR-067-784TS,Waste Management Transfer Station,Gwinnett,-83.995498,33.96237
0101000020E6100000299831056B1055C08FDFDBF467114140,,2015,Unable to verify operational status.,-,,-,240,,Private,PBR-058-009TS,"Waste Research and Recovery, Inc. Transfer Station",Forsyth,-84.256532,34.135985
0101000020E610000069F6402B303255C0FACBEEC9C3DE4040,"Waste Industries USA, Inc.",2015,,-,,770-947-2577,241,,Private,PBR-048-29TS,Westside Transfer Station,Douglas,-84.78419,33.74035
0101000020E61000004DF38E53745255C0E1E995B20C494140,White's Sanitation Service,2015,,-,,706-734-7767,242,,Private,PBR-027-06TS,White's Waste Transfer Station,Chattooga,-85.28835,34.5707
0101000020E61000006AD95A5F241855C00282397AFC3A4040,WI Taylor County Disposal Services,2015,,404-267-3240,Richard Johnson,478-862-2504,243,,Private Commercial,PBR-133-03TS,WI Disposal Taylor County Rail Transfer Station,Taylor,-84.37722,32.46083
0101000020E6100000C097C28366AF54C0E5B2D1393FD94040,,2015,,-,,-,244,,Public,PBR-157-02TS,Wilkes County-CR 40 MSW Landfill Transfer Station,Wilkes,-82.740632,33.697242
0101000020E6100000FED30D1478F554C0B3D7BB3FDE873F40,Billy McDonald,2015,,912-776-8200,Billy McDonald,-,245,,Public,PBR-159-08TS,Worth County Transfer Station,Worth,-83.835454,31.530735